url,page_class,batch,index_gate_status,http_status,canonical,robots_meta,priority,indexnow_action,google_action,risk_note
https://aggressorbulkit.online/ai-visibility-audit/,money_page,batch01_or_core,200,,https://aggressorbulkit.online/ai-visibility-audit/,,P0,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/apply-research.html,proof_hub,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/apply-research.html,,P1,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/api.html,proof_hub,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/api.html,,P1,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/methodology.html,proof_hub,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/methodology.html,,P1,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/analytics.html,proof_hub,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/analytics.html,,P1,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/topics/,topic_hub,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/topics/,,P1,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/creators/,proof_hub,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/creators/,,P1,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/source-policy.html,proof_hub,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/source-policy.html,,P1,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/topics/ai-citations.html,topic_proof,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/topics/ai-citations.html,,P1,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/topics/ai-citation-tracking.html,topic_proof,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/topics/ai-citation-tracking.html,,P1,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/topics/answer-first-content.html,topic_proof,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/topics/answer-first-content.html,,P1,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/topics/brand-proof-pages.html,topic_proof,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/topics/brand-proof-pages.html,,P1,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/topics/content-freshness.html,topic_proof,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/topics/content-freshness.html,,P1,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/topics/ai-knowledge-base.html,topic_proof,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/topics/ai-knowledge-base.html,,P1,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/topics/schema-ai-citations.html,topic_proof,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/topics/schema-ai-citations.html,,P1,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/topics/search-console-low-hanging-fruit.html,topic_proof,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/topics/search-console-low-hanging-fruit.html,,P1,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/topics/internal-linking.html,topic_proof,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/topics/internal-linking.html,,P1,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/topics/risk-avoid-scaled-content-abuse.html,topic_proof,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/topics/risk-avoid-scaled-content-abuse.html,,P1,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/topics/local-seo-google-business-profile.html,topic_proof,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/topics/local-seo-google-business-profile.html,,P1,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/topics/google-business-profile.html,topic_proof,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/topics/google-business-profile.html,,P1,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/sources/tiktok-video-7512265578388737322.html,source_evidence,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/sources/tiktok-video-7512265578388737322.html,,P2,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/sources/tiktok-video-7394990033972809002.html,source_evidence,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/sources/tiktok-video-7394990033972809002.html,,P2,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/sources/tiktok-video-7649531548655521038.html,source_evidence,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/sources/tiktok-video-7649531548655521038.html,,P2,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/sources/tiktok-video-7509080977575136534.html,source_evidence,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/sources/tiktok-video-7509080977575136534.html,,P2,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/sources/tiktok-video-7390067814838619438.html,source_evidence,batch01_or_core,200,,https://aggressorbulkit.online/knowledge/sources/tiktok-video-7390067814838619438.html,,P2,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/sources/tiktok-video-7652384458804432136.html,source_evidence,batch02_master,200,,https://aggressorbulkit.online/knowledge/sources/tiktok-video-7652384458804432136.html,,P2,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/sources/tiktok-video-7655467342561938702.html,source_evidence,batch02_master,200,,https://aggressorbulkit.online/knowledge/sources/tiktok-video-7655467342561938702.html,,P2,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/sources/tiktok-video-7655569129801272594.html,source_evidence,batch02_master,200,,https://aggressorbulkit.online/knowledge/sources/tiktok-video-7655569129801272594.html,,P2,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/sources/tiktok-video-7655142750530194702.html,source_evidence,batch02_master,200,,https://aggressorbulkit.online/knowledge/sources/tiktok-video-7655142750530194702.html,,P2,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/sources/tiktok-video-7655332131513617686.html,source_evidence,batch02_master,200,,https://aggressorbulkit.online/knowledge/sources/tiktok-video-7655332131513617686.html,,P2,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/sources/tiktok-video-7655365071878524167.html,source_evidence,batch02_master,200,,https://aggressorbulkit.online/knowledge/sources/tiktok-video-7655365071878524167.html,,P2,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/sources/tiktok-video-7655405261770870038.html,source_evidence,batch02_master,200,,https://aggressorbulkit.online/knowledge/sources/tiktok-video-7655405261770870038.html,,P2,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/sources/tiktok-video-7654721318499142926.html,source_evidence,batch02_master,200,,https://aggressorbulkit.online/knowledge/sources/tiktok-video-7654721318499142926.html,,P2,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/sources/tiktok-video-7654866238983785735.html,source_evidence,batch02_master,200,,https://aggressorbulkit.online/knowledge/sources/tiktok-video-7654866238983785735.html,,P2,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/sources/tiktok-video-7654965000531971346.html,source_evidence,batch02_master,200,,https://aggressorbulkit.online/knowledge/sources/tiktok-video-7654965000531971346.html,,P2,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/sources/tiktok-video-7654976387362704647.html,source_evidence,batch02_master,200,,https://aggressorbulkit.online/knowledge/sources/tiktok-video-7654976387362704647.html,,P2,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/sources/tiktok-video-7655093009544989974.html,source_evidence,batch02_master,200,,https://aggressorbulkit.online/knowledge/sources/tiktok-video-7655093009544989974.html,,P2,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
https://aggressorbulkit.online/knowledge/sources/tiktok-video-7655095690288172302.html,source_evidence,batch02_master,200,,https://aggressorbulkit.online/knowledge/sources/tiktok-video-7655095690288172302.html,,P2,submit,sitemap_gsc_monitor; manual inspection for P0/P1 only,moderate aggressive: only live eligible URLs; no noindex topic expansions; no city/niche drafts
